timestamp,battery_pct,cpu_pct,bg_wakeups_per_min,network_tx_bytes,label,scenario
2025-01-01 23:00:00,81.97864617359471,3.74506453387737,1.0,23.262954900395513,0,battery_drain
2025-01-01 23:01:00,82.24191659397056,4.7818202126064095,1.0,28.91965762520839,0,battery_drain
2025-01-01 23:02:00,81.90915595783257,3.0354640615199853,1.0,19.791426891429733,0,battery_drain
2025-01-01 23:03:00,81.99947179673848,3.0894370478501543,2.0,18.966370344413882,0,battery_drain
2025-01-01 23:04:00,81.71014005567622,4.430444711734252,4.0,27.227176894103383,0,battery_drain
2025-01-01 23:05:00,81.65631203779716,3.3072758038550267,3.0,79.87724663845663,0,battery_drain
2025-01-01 23:06:00,81.71327707276168,3.6978678390557462,2.0,164.38029432843084,0,battery_drain
2025-01-01 23:07:00,81.65718033061023,3.3601001856130783,0.0,41.290306106669924,0,battery_drain
2025-01-01 23:08:00,81.44970628521148,3.3406388891492718,1.0,44.63103039441706,0,battery_drain
2025-01-01 23:09:00,81.04482436079078,4.043872005990354,6.0,42.161925562811874,0,battery_drain
2025-01-01 23:10:00,81.30827591844235,3.255405420623099,3.0,18.412301012135455,0,battery_drain
2025-01-01 23:11:00,81.36947636179357,3.577110354283244,1.0,108.20236184690944,0,battery_drain
2025-01-01 23:12:00,81.20352501627275,4.305524016752743,3.0,44.697977367779,0,battery_drain
2025-01-01 23:13:00,81.20176352525701,6.191899778050504,3.0,19.16998572361068,0,battery_drain
2025-01-01 23:14:00,81.10724058397662,3.0357000190532006,1.0,115.1492308161615,0,battery_drain
2025-01-01 23:15:00,80.78474877842004,3.4971045324192116,1.0,3.705722405697272,0,battery_drain
2025-01-01 23:16:00,81.06575590526106,3.664593483273894,1.0,7.690018786470112,0,battery_drain
2025-01-01 23:17:00,80.77965441707562,3.1654815010589696,1.0,41.510404807015554,0,battery_drain
2025-01-01 23:18:00,80.72476520440756,3.7354490512962366,2.0,150.29273271123165,0,battery_drain
2025-01-01 23:19:00,80.82197632750196,3.896543038928006,4.0,81.19153352739491,0,battery_drain
2025-01-01 23:20:00,80.55692422909874,4.61232401898261,3.0,24.49833544051118,0,battery_drain
2025-01-01 23:21:00,80.63926331920572,4.739554886912167,6.0,31.806653685194874,0,battery_drain
2025-01-01 23:22:00,80.40496399648096,4.175385437780148,0.0,67.22714071517524,0,battery_drain
2025-01-01 23:23:00,80.4385377798212,3.444697629539157,0.0,23.476003050122117,0,battery_drain
2025-01-01 23:24:00,80.34397705658476,3.790074010647569,3.0,5.509616258392916,0,battery_drain
2025-01-01 23:25:00,80.26403768833448,3.653477203246297,1.0,102.30326331776907,0,battery_drain
2025-01-01 23:26:00,80.144196751036,3.028874297171133,0.0,42.81405258731083,0,battery_drain
2025-01-01 23:27:00,80.19323150462299,3.0922387658201584,0.0,85.97838142215987,0,battery_drain
2025-01-01 23:28:00,80.151532499779,4.657879612129031,1.0,14.011243947402646,0,battery_drain
