timestamp,g_force,wrist_velocity,jerk_magnitude,context_activity,label,scenario
2025-01-01 14:00:00.000,0.9430087470359529,0.32075952328670343,0.0,0,0,false_sos
2025-01-01 14:00:00.100,1.0603013102927763,0.26908588081476104,0.11729256325682336,0,0,false_sos
2025-01-01 14:00:00.200,0.9964397537329557,0.31312841147018705,0.06386155655982062,0,0,false_sos
2025-01-01 14:00:00.300,1.036144987099663,0.31982249589808576,0.03970523336670739,0,0,false_sos
2025-01-01 14:00:00.400,1.1076081366760808,0.35739060255002936,0.07146314957641775,0,0,false_sos
2025-01-01 14:00:00.500,1.0425870310635637,0.25774067341354684,0.06502110561251717,0,0,false_sos
2025-01-01 14:00:00.600,1.1080150319778022,0.38704669071709974,0.0654280009142385,0,0,false_sos
2025-01-01 14:00:00.700,1.0688969099335457,0.1982217921900276,0.039118122044256465,0,0,false_sos
2025-01-01 14:00:00.800,1.1182948589948718,0.24485666012327084,0.04939794906132611,0,0,false_sos
2025-01-01 14:00:00.900,0.9163698295569173,0.27720037579781065,0.20192502943795454,0,0,false_sos
2025-01-01 14:00:01.000,0.9368808780038761,0.21562206285785032,0.020511048446958835,0,0,false_sos
2025-01-01 14:00:01.100,0.8990715243744745,0.21096042230878037,0.03780935362940163,0,0,false_sos
2025-01-01 14:00:01.200,1.0450277428224826,0.3155216193732817,0.1459562184480081,0,0,false_sos
2025-01-01 14:00:01.300,0.980533899849155,0.21119979639170916,0.06449384297332761,0,0,false_sos
2025-01-01 14:00:01.400,1.0730992563887742,0.2593489524187822,0.09256535653961928,0,0,false_sos
2025-01-01 14:00:01.500,1.025388073818907,0.33988362845413445,0.04771118256986728,0,0,false_sos
2025-01-01 14:00:01.600,1.0101842624165585,0.35704545606659155,0.0152038114023485,0,0,false_sos
2025-01-01 14:00:01.700,1.172030637390489,0.2807750295689633,0.1618463749739305,0,0,false_sos
2025-01-01 14:00:01.800,1.0485030925517038,0.33550208493621225,0.12352754483878514,0,0,false_sos
2025-01-01 14:00:01.900,0.9978582680010848,0.33862443717682245,0.05064482455061903,0,0,false_sos
2025-01-01 14:00:02.000,0.9212671374581934,0.3266567976270605,0.07659113054289135,0,0,false_sos
2025-01-01 14:00:02.100,1.0952564218004786,0.28536569751982527,0.1739892843422851,0,0,false_sos
2025-01-01 14:00:02.200,1.0762264488836155,0.2508620744548136,0.019029972916863036,0,0,false_sos
2025-01-01 14:00:02.300,0.9130254727399265,0.22764891736309822,0.163200976143689,0,0,false_sos
2025-01-01 14:00:02.400,0.9883830933931185,0.36987201344938203,0.07535762065319196,0,0,false_sos
2025-01-01 14:00:02.500,1.0190286270628008,0.3251551896382239,0.030645533669682368,0,0,false_sos
2025-01-01 14:00:02.600,0.8688725271038468,0.29214329717646703,0.15015609995895407,0,0,false_sos
2025-01-01 14:00:02.700,0.9777492386792981,0.2953791114683244,0.10887671157545131,0,0,false_sos
2025-01-01 14:00:02.800,1.1119390736134553,0.33828157563019684,0.13418983493415726,0,0,false_sos
2025-01-01 14:00:02.900,0.8707913629398267,0.34511896890800087,0.2411477106736286,0,0,false_sos
2025-01-01 14:00:03.000,1.0392697466007612,0.2958823843042209,0.16847838366093448,0,0,false_sos
2025-01-01 14:00:03.100,1.1514193775021377,0.24495044384806436,0.11214963090137653,0,0,false_sos
2025-01-01 14:00:03.200,0.9503216238147593,0.3383425248639697,0.20109775368737848,0,0,false_sos
2025-01-01 14:00:03.300,0.9636998095006705,0.2785203121451083,0.013378185685911204,0,0,false_sos
2025-01-01 14:00:03.400,1.0173961327560155,0.2241043601929032,0.05369632325534501,0,0,false_sos
2025-01-01 14:00:03.500,1.0411463084115828,0.366587947461777,0.023750175655567363,0,0,false_sos
2025-01-01 14:00:03.600,1.0317793061126026,0.39261454839215093,0.009367002298980243,0,0,false_sos
2025-01-01 14:00:03.700,0.8789723907791382,0.31640548890261067,0.15280691533346435,0,0,false_sos
2025-01-01 14:00:03.800,0.938877282427371,0.29717470120796974,0.05990489164823276,0,0,false_sos
2025-01-01 14:00:03.900,1.0081015828515003,0.29314897220170366,0.0692243004241293,0,0,false_sos
2025-01-01 14:00:04.000,0.9746187223197832,0.281996385576414,0.03348286053171712,0,0,false_sos
2025-01-01 14:00:04.100,1.0910666437993721,0.27573262953792943,0.11644792147958893,0,0,false_sos
2025-01-01 14:00:04.200,0.9742301074418073,0.2569247820445921,0.11683653635756486,0,0,false_sos
2025-01-01 14:00:04.300,0.9703907137516197,0.25629189767950455,0.003839393690187598,0,0,false_sos
2025-01-01 14:00:04.400,1.1479690052964635,0.27021462336560775,0.17757829154484384,0,0,false_sos
2025-01-01 14:00:04.500,0.9934678755068606,0.2908279340879552,0.15450112978960295,0,0,false_sos
