timestamp,scenario,metric,value,label
2025-01-01 20:00:00.000,afib_miss,ecg_noise,0.052504490052958146,0
2025-01-01 20:00:01.000,afib_miss,ecg_noise,0.04141188917749494,0
2025-01-01 20:00:02.000,afib_miss,ecg_noise,0.05244595006064568,0
2025-01-01 20:00:03.000,afib_miss,ecg_noise,0.06086596058072776,0
2025-01-01 20:00:04.000,afib_miss,ecg_noise,0.050977201406514086,0
2025-01-01 20:00:05.000,afib_miss,ecg_noise,0.05081183382407765,0
2025-01-01 20:00:06.000,afib_miss,ecg_noise,0.035960166243864895,0
2025-01-01 20:00:07.000,afib_miss,ecg_noise,0.03674198164898104,0
2025-01-01 20:00:08.000,afib_miss,ecg_noise,0.021947894564006133,0
2025-01-01 20:00:09.000,afib_miss,ecg_noise,0.08499153486373878,0
2025-01-01 20:00:10.000,afib_miss,ecg_noise,0.025122735292174302,0
2025-01-01 20:00:11.000,afib_miss,ecg_noise,0.036141896044081856,0
2025-01-01 20:00:12.000,afib_miss,ecg_noise,0.03563185468861606,0
2025-01-01 20:00:13.000,afib_miss,ecg_noise,0.06789848753888883,0
2025-01-01 20:00:14.000,afib_miss,ecg_noise,0.04410100643415945,0
2025-01-01 20:00:15.000,afib_miss,ecg_noise,0.07495484145347468,0
2025-01-01 20:00:16.000,afib_miss,ecg_noise,0.03653018751512263,0
2025-01-01 20:00:17.000,afib_miss,ecg_noise,0.05557988324447604,0
2025-01-01 20:00:18.000,afib_miss,ecg_noise,0.03329305893480486,0
2025-01-01 20:00:19.000,afib_miss,ecg_noise,0.09290298255546778,0
2025-01-01 20:00:20.000,afib_miss,ecg_noise,0.026248031619409747,0
2025-01-01 20:00:21.000,afib_miss,ecg_noise,0.05619641420454055,0
2025-01-01 20:00:22.000,afib_miss,ecg_noise,0.06267553761864197,0
2025-01-01 20:00:23.000,afib_miss,ecg_noise,0.05827598194902997,0
2025-01-01 20:00:24.000,afib_miss,ecg_noise,0.04629424682244584,0
2025-01-01 20:00:25.000,afib_miss,ecg_noise,0.04740358600533148,0
2025-01-01 20:00:26.000,afib_miss,ecg_noise,0.05087622943958219,0
2025-01-01 20:00:27.000,afib_miss,ecg_noise,0.04705995996743023,0
2025-01-01 20:00:28.000,afib_miss,ecg_noise,0.0692775823358982,0
2025-01-01 20:00:29.000,afib_miss,ecg_noise,0.09421046003182704,0
2025-01-01 20:00:30.000,afib_miss,ecg_noise,0.03885016429984333,0
2025-01-01 20:00:31.000,afib_miss,ecg_noise,0.022603940408418444,0
2025-01-01 20:00:32.000,afib_miss,ecg_noise,0.048234359032974905,0
2025-01-01 20:00:33.000,afib_miss,ecg_noise,0.10159418675308637,0
2025-01-01 20:00:34.000,afib_miss,ecg_noise,0.03392650864060538,0
2025-01-01 20:00:35.000,afib_miss,ecg_noise,0.08278233610888136,0
2025-01-01 20:00:36.000,afib_miss,ecg_noise,0.08355401628152881,0
2025-01-01 20:00:37.000,afib_miss,ecg_noise,0.03892823516584011,0
2025-01-01 20:00:38.000,afib_miss,ecg_noise,0.06137966158370551,0
2025-01-01 20:00:39.000,afib_miss,ecg_noise,0.08256793246257077,0
2025-01-01 20:00:40.000,afib_miss,ecg_noise,0.04241744518025026,0
2025-01-01 20:00:41.000,afib_miss,ecg_noise,0.045928392797952765,0
2025-01-01 20:00:42.000,afib_miss,ecg_noise,0.03836638172102713,0
2025-01-01 20:00:43.000,afib_miss,ecg_noise,0.029704865386142663,0
2025-01-01 20:00:44.000,afib_miss,ecg_noise,0.03701444909867986,0
2025-01-01 20:00:45.000,afib_miss,ecg_noise,0.025521194664754873,0
2025-01-01 20:00:46.000,afib_miss,ecg_noise,0.05068166936518453,0
2025-01-01 20:00:47.000,afib_miss,ecg_noise,0.034600535378827166,0
2025-01-01 20:00:48.000,afib_miss,ecg_noise,0.054675718235814956,0
2025-01-01 20:00:49.000,afib_miss,ecg_noise,0.018882087075927458,0
2025-01-01 20:00:50.000,afib_miss,ecg_noise,0.056617604644289145,0
2025-01-01 20:00:51.000,afib_miss,ecg_noise,0.06667057923217849,0
2025-01-01 20:00:52.000,afib_miss,ecg_noise,0.010125287148570895,0
2025-01-01 20:00:53.000,afib_miss,ecg_noise,0.05748113139695145,0
2025-01-01 20:00:54.000,afib_miss,ecg_noise,0.07455337984946585,0
2025-01-01 20:00:55.000,afib_miss,ecg_noise,0.025807179626175892,0
2025-01-01 20:00:56.000,afib_miss,ecg_noise,0.08345144773675407,0
2025-01-01 20:00:57.000,afib_miss,ecg_noise,0.058380380187320904,0
2025-01-01 20:00:58.000,afib_miss,ecg_noise,0.03589976288483183,0
2025-01-01 20:00:59.000,afib_miss,ecg_noise,0.048884618446845884,0
2025-01-01 20:01:00.000,afib_miss,ecg_noise,0.06116653825043445,0
2025-01-01 20:01:01.000,afib_miss,ecg_noise,0.05152010782824823,0
2025-01-01 20:01:02.000,afib_miss,ecg_noise,0.06077511984892739,0
2025-01-01 20:01:03.000,afib_miss,ecg_noise,0.03158652813841267,0
2025-01-01 20:01:04.000,afib_miss,ecg_noise,0.05338721648072156,0
2025-01-01 20:01:05.000,afib_miss,ecg_noise,0.021725710061900397,0
2025-01-01 20:01:06.000,afib_miss,ecg_noise,0.047775478773025994,0
2025-01-01 20:01:07.000,afib_miss,ecg_noise,0.031921847170704204,0
2025-01-01 20:01:08.000,afib_miss,ecg_noise,0.03528940114820467,0
