device,timestamp,arima_pred_latency,arima_resid_latency,arima_pred_cpu_usage,arima_resid_cpu_usage
iPhone,2026-01-01 00:00:00,0.0,81.52358539877216,0.0,58.743158878114464
iPhone,2026-01-01 00:00:01,81.50494586371707,-6.504879727986221,58.739344996771,-3.4255922883952294
iPhone,2026-01-01 00:00:02,78.24104734056422,5.911101980334408,56.96535304366452,7.79679867981551
iPhone,2026-01-01 00:00:03,80.23767200426819,5.064791642482319,59.8387551997175,-19.176083779194457
iPhone,2026-01-01 00:00:04,81.5186610398212,-10.474690043398653,54.26301600122493,-4.126457420090006
iPhone,2026-01-01 00:00:05,79.35846277580818,-4.871026143651491,53.760382364152356,-4.509590061350906
iPhone,2026-01-01 00:00:06,78.51564945370154,3.3206746350240763,52.898276276032085,-13.734015048966377
iPhone,2026-01-01 00:00:07,79.02326068308794,0.7909575016365125,50.38943084388936,10.50118667408298
iPhone,2026-01-01 00:00:08,79.12691422272225,2.3822620558987637,52.433885296253884,-0.37390031972437043
iPhone,2026-01-01 00:00:09,79.42258616539608,-1.8975100690057474,51.93839036068061,7.671831174145424
iPhone,2026-01-01 00:00:10,79.20225172863574,7.181431453629017,53.04337024374998,18.38295374849958
iPhone,2026-01-01 00:00:11,79.96995026275742,6.101305645196007,55.62359635133713,-2.718717130201128
iPhone,2026-01-01 00:00:12,80.56710792026186,2.1400718318155754,54.75659445950505,-1.863390203475383
iPhone,2026-01-01 00:00:13,80.7720252341317,7.434986319629999,54.66976704155513,2.459357647069929
iPhone,2026-01-01 00:00:14,81.44035120217455,3.660751994726809,55.219816321601684,8.43959335762218
iPhone,2026-01-01 00:00:15,81.75597483904949,-3.0972350868522796,56.571465999357315,-3.347074097465317
iPhone,2026-01-01 00:00:16,81.49116936749452,3.4982501590791486,56.00669272439157,-2.797325640346969
iPhone,2026-01-01 00:00:17,81.78340677458866,-3.2429488573255156,55.86377179160595,9.588893890993027
iPhone,2026-01-01 00:00:18,81.51617902270515,6.398814816582117,57.572321026867044,3.5477913409247392
iPhone,2026-01-01 00:00:19,82.0262188800999,1.4333562590986588,58.05193955506944,-13.48751382172189
iPhone,2026-01-01 00:00:20,82.12019957223934,0.8496720331208536,56.18051180667889,-5.482707356916592
iPhone,2026-01-01 00:00:21,82.19468252829476,-1.5217257197187593,55.93785251102306,14.234063844332773
iPhone,2026-01-01 00:00:22,82.07056704922324,8.301534294806913,58.30283687788691,4.550908707421769
iPhone,2026-01-01 00:00:23,82.69079387029063,0.976039789020561,58.71559638558248,-3.644892801656418
iPhone,2026-01-01 00:00:24,82.74129847415301,-0.2651458295537168,58.28196862593402,1.2855051369139474
iPhone,2026-01-01 00:00:25,82.73661005629376,0.2969775773071177,58.7941733826411,2.4011361249111474
iPhone,2026-01-01 00:00:26,82.74456592158998,4.88578138461412,59.31203210642864,7.270730509240103
iPhone,2026-01-01 00:00:27,83.10157976155867,3.867000476792853,60.46635540807185,-8.224295527671124
iPhone,2026-01-01 00:00:28,83.35618333989028,4.019341697298486,59.41030090293562,33.58166973374577
iPhone,2026-01-01 00:00:29,83.64573154951296,221.29551534068122,64.36739164033128,-0.11174932083876854
iPhone,2026-01-01 00:00:30,99.00371245828362,-2.649049719980951,63.75083127430494,-1.8276085656546428
iPhone,2026-01-01 00:00:31,98.563558470143,-14.785281946693019,63.982371891325954,2.905796678023904
iPhone,2026-01-01 00:00:32,97.7023841544905,-14.291643386224266,64.893660579763,-10.366284064129793
iPhone,2026-01-01 00:00:33,96.59503383572068,-14.532728957225743,63.97461981527217,1.8933913195486056
iPhone,2026-01-01 00:00:34,95.73751530824845,-6.369687955186279,64.94752914808527,6.28099661151775
iPhone,2026-01-01 00:00:35,95.19878488468486,-3.1117465487034934,66.07190762732489,1.1274968915264196
iPhone,2026-01-01 00:00:36,95.09453866080253,-9.070429229362176,66.4341829300502,-1.4798144622106548
iPhone,2026-01-01 00:00:37,94.38448193704559,-11.84238520557679,66.64320169169353,-3.1604215659323316
iPhone,2026-01-01 00:00:38,93.67707259650183,-10.910264223852508,66.71853538906743,-8.250874232574688
iPhone,2026-01-01 00:00:39,92.86550301121385,-2.5797448800862384,66.19750682262998,-2.2481241884505963
iPhone,2026-01-01 00:00:40,92.77368502744824,-1.8838532624357924,66.50098599788015,6.8960234927323825
iPhone,2026-01-01 00:00:41,92.57724932536857,-2.550019686573634,67.6858588786225,-3.8304916303559793
iPhone,2026-01-01 00:00:42,92.47120405857113,-8.352321395306006,67.30762246463038,-8.754504440242357
iPhone,2026-01-01 00:00:43,91.84978606241994,-3.1105538181335675,66.64786589524716,-5.235093052885496
iPhone,2026-01-01 00:00:44,91.7031389972587,-3.4123211625653767,66.5091503526709,-0.18444721271353615
iPhone,2026-01-01 00:00:45,91.42164019553091,-2.4949281156110175,66.81325277176644,-4.465425952971557
iPhone,2026-01-01 00:00:46,91.30562691338254,1.0075331767220774,66.41899553029414,1.9676026130873367
iPhone,2026-01-01 00:00:47,91.32994539055892,-2.1363866426343634,66.8953257281264,1.7644526916027843
iPhone,2026-01-01 00:00:48,91.22563836982566,0.3608451285438008,67.14777833933665,4.0687079691184636
iPhone,2026-01-01 00:00:49,91.2158385024594,-2.5729694500952434,67.68988086687717,7.245713418181282
iPhone,2026-01-01 00:00:50,91.07418462609418,-1.213877784565284,68.56975802485758,3.3323724120254212
iPhone,2026-01-01 00:00:51,90.96650541967708,0.7110159290092497,68.92882008678309,-10.593521379031785
iPhone,2026-01-01 00:00:52,91.04057116283848,-9.702307989683419,67.7658062430704,-9.288248638357338
iPhone,2026-01-01 00:00:53,90.36328393697191,-3.2380851953085568,67.139493821935,-2.9567143282227732
iPhone,2026-01-01 00:00:54,90.17937523780017,-3.7116604404146756,67.16101819540206,-5.711531232905038
iPhone,2026-01-01 00:00:55,89.90610554849202,-4.1884211890943845,66.60479656660252,-10.087063848966622
iPhone,2026-01-01 00:00:56,89.65174595931134,-2.0264527936797094,65.555785220603,-4.299396717548461
iPhone,2026-01-01 00:00:57,89.49687518334932,7.06416633398149,65.26550769841072,-4.392596918432773
iPhone,2026-01-01 00:00:58,89.99291501417065,-5.154039504919197,64.73578110505395,-5.41371392286802
iPhone,2026-01-01 00:00:59,89.6192576021206,4.468194294917012,64.04354281576173,-2.414149705126327
iPhone,2026-01-01 00:01:00,89.94818870904658,-9.042146707453341,63.702602896058124,8.18601445855542
iPhone,2026-01-01 00:01:01,89.31063920309637,-1.594070789834575,64.5172825793945,0.3012334464712296
iPhone,2026-01-01 00:01:02,89.24005951647709,1.0315458035433238,64.09905355366381,16.39693404298791
iPhone,2026-01-01 00:01:03,89.28113096637061,3.1708841063309308,65.87513423567529,-1.7334364338046413
iPhone,2026-01-01 00:01:04,89.51949229701569,3.616799204840845,65.08785465475246,-4.429743627824038
